insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-2643518', 'Carmen', 'Kinsman', '43', '903 701 1625', '7575305918');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('08-7169616', 'Louiseville', 'Fuller', '174', '338 509 0052', '2204891236');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('05-9404841', 'Gif-sur-Yvette', 'Raven', '9', '515 519 2517', '5863110524');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-3367401', 'Tulung', 'Bluejay', '2054', '431 261 6879', '5586434066');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('06-0869166', 'Touba', 'Melrose', '0', '581 850 8940', '4584996694');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-6827463', 'Blatnica', 'Hudson', '3914', '892 434 0725', '9159526808');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-1329956', 'Banyumas', 'David', '857', '716 988 9689', '1532136204');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('18-3490446', 'Yongqin', 'Knutson', '9', '850 666 1010', '5872128020');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-6511305', 'Tantu', 'Elka', '50', '494 936 7260', '5455162769');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('54-6689075', 'Tegalgunung', 'Doe Crossing', '195', '282 166 4830', '1834268818');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-1956989', 'Paris 17', 'Bluestem', '3', '703 528 8698', '5631077810');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-4715858', 'Maythalūn', 'Havey', '88898', '902 409 7254', '3486201926');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('22-0506534', 'Tam Kỳ', 'Old Shore', '63', '203 153 0212', '8567113467');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('60-7818744', 'Annecy', 'Annamark', '5', '991 836 1538', '7469060744');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-4601422', 'Keruguya', 'Dapin', '6452', '836 940 6886', '5249079297');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('56-1713971', 'Agboville', 'Prairie Rose', '6', '636 249 3292', '3544926228');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('55-0725975', 'Lughaye', 'Ryan', '717', '264 709 8472', '9009211831');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('02-9949823', 'Lian', 'Anthes', '44616', '818 293 4180', '3922236898');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('27-5987677', 'Mangxing', 'Waubesa', '3', '388 249 6760', '2568179204');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-5460663', 'Curumaní', 'Transport', '49', '560 670 9589', '4801646137');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-7775536', 'El Quiteño', 'Dennis', '872', '491 995 1883', '3482616876');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-9939420', 'Nasilava', 'Sutherland', '24', '829 969 3343', '3133299954');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-8316702', 'Solec-Zdrój', 'Merrick', '1', '211 637 0399', '8927367461');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('22-9783741', 'Pazin', '8th', '424', '535 649 9983', '5054468622');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('03-0091160', 'Shiyu', 'Darwin', '004', '119 266 0013', '2277500721');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('34-3186222', 'Sanhe', 'Schlimgen', '57704', '297 809 6385', '1133490276');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-6174674', 'Luanshya', 'Katie', '13', '316 512 6837', '7953481435');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('74-2780252', 'Sātkhira', 'Dunning', '08529', '639 339 1542', '8791770630');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('61-1455134', 'Jiru', 'Clarendon', '45787', '694 283 8397', '2795267103');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('74-7896427', 'Bogolyubovo', 'Brentwood', '0930', '690 235 2261', '3609285255');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-2555824', 'Pedaringan', 'Harbort', '7', '251 647 8165', '6466705794');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('96-6912630', 'Nesterov', 'Melody', '22840', '579 309 1608', '8724165575');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('97-7785297', 'Kastélli', 'Carberry', '4683', '469 187 4854', '7162968264');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-2380297', 'Helixi', 'Graedel', '02', '496 643 1064', '4358214888');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-9169701', 'Fort Dauphin', 'Kipling', '709', '635 290 0815', '1079951903');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('64-7295115', 'Bangued', 'Johnson', '93', '960 348 2041', '5405338496');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('32-4794391', 'Ban Phan Don', 'Roth', '02', '561 264 2282', '4691064052');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('74-2253097', 'Sandao', 'Nobel', '99', '861 628 1791', '8133991415');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('25-4159065', 'Nong Khaem', 'Talisman', '01', '620 494 0824', '5827678138');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('47-8839697', 'Itapetinga', 'Blaine', '1', '211 165 3187', '1286079657');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('96-3971216', 'Galyugayevskaya', 'Colorado', '69420', '874 598 0262', '7623235808');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-5034742', 'Tongjiaxi', 'Kinsman', '0', '100 678 3694', '2615541148');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('32-9210779', 'Boneng', 'Manley', '806', '685 837 8104', '1141150001');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('42-8587422', 'Cervantes', 'Riverside', '851', '906 422 8805', '2069401577');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('66-5389806', 'Zinat', 'Duke', '02794', '851 624 3157', '4963591390');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('18-8959305', 'Dugcal', 'Texas', '3', '248 603 5298', '9979392944');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('87-3152732', 'Odzi', 'Transport', '476', '556 342 7032', '2307529866');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('71-9196960', 'Llanera', 'Killdeer', '6876', '524 318 1054', '9458502695');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-4469377', 'Ryczywół', 'Thompson', '1693', '171 246 9269', '5597394954');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('29-3820584', 'Qiping', 'Truax', '99', '750 832 0996', '8305666163');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('13-9807464', 'Kombësi', 'Canary', '95', '931 811 1088', '1529406142');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('13-9435352', 'Mistrató', 'Del Mar', '74', '945 788 0186', '3678707746');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('74-3896876', 'Oslo', 'Dapin', '4746', '872 341 4097', '4227520691');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-8643479', 'Jargalant', 'Hollow Ridge', '40514', '211 416 2940', '2173974876');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-1790561', 'Barbosa', 'Scofield', '9', '635 352 6672', '8883365486');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-7612483', 'Adolfo Lopez Mateos', 'Spohn', '42', '862 533 6474', '9399837628');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-0188194', 'Rodniki', 'Sachtjen', '18525', '742 222 9226', '7751766321');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-9217148', 'Shuyuan', '5th', '3283', '873 888 4550', '3398249750');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('29-5661669', 'Чучер - Сандево', 'Darwin', '92', '976 372 5850', '7985678725');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('67-0864282', 'El Asintal', 'Victoria', '10', '631 467 2323', '3532269655');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('12-9129019', 'Yinglan', 'Westridge', '7355', '990 947 6121', '9835389665');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('40-6264127', 'Plyeshchanitsy', 'Briar Crest', '5', '696 701 7653', '2354116421');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('91-7365173', 'Khorramābād', 'Memorial', '5', '394 854 7042', '9214591120');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('11-5359069', 'Shangju', 'Gerald', '5918', '168 331 6877', '7049776988');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('51-6316742', 'Basicao Coastal', 'Lawn', '12', '654 916 1839', '7327740519');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-4114881', 'Kutamandarakan', 'Schiller', '89962', '279 906 0851', '3504276635');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('94-8516466', 'Leleque', 'Talisman', '306', '407 176 7536', '3165038068');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('91-7205773', 'West Island', 'Prairieview', '06', '789 890 8344', '4229192553');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('07-3855580', 'Aimin', 'Fallview', '79429', '440 304 7123', '6258765791');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('36-3678516', 'Kembang', 'Spaight', '17451', '274 700 4299', '4433593540');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-1104482', 'Al Bahlūlīyah', 'Carpenter', '1926', '460 941 6821', '5021027948');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('79-2352661', 'Grängesberg', 'Cody', '0615', '146 212 0260', '3899027617');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-4676743', 'Smečno', 'Merchant', '96', '280 304 7893', '6067744152');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('95-1974351', 'Doujia', 'East', '8', '502 833 7018', '2912749206');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-8833057', 'Inicbulan', 'Atwood', '961', '849 336 7241', '4424024413');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('62-9665508', 'Sennoy', 'Esker', '9', '316 750 4362', '7442989447');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-3941214', 'Wąbrzeźno', 'Bowman', '2', '143 202 6204', '5512827008');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('83-1134298', 'Suan Luang', 'Mcbride', '4', '105 720 9856', '3713684377');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-4422305', 'Teminabuan', 'Mendota', '21', '127 423 3857', '5579744311');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('65-0137898', 'Saint-Jean-de-Braye', 'Rigney', '5027', '767 584 8319', '9944397279');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('79-0710152', 'Gaïtánion', 'Waywood', '26144', '854 861 7543', '6126871722');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('43-7608792', 'Kansas City', 'Duke', '51', '816 555 7243', '8553550890');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('03-5285382', 'Eixo', 'Drewry', '0', '207 294 2170', '3999634764');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('35-3152878', 'Phak Hai', 'Service', '90', '594 255 4150', '7509777419');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-1907760', 'Paris 12', 'Debra', '97026', '562 906 4673', '6518224540');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-7524460', 'Nacka', 'Fuller', '269', '317 339 0104', '5318825827');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('45-1182293', 'Tours', 'Wayridge', '54', '226 208 8538', '4105922238');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-0066448', 'Tanout', 'Holmberg', '85624', '727 937 9729', '1467427129');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-6545233', 'Luxi', 'Carioca', '9', '309 908 6439', '8716929629');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('15-6639063', 'Arnhem', 'Muir', '7', '350 387 7446', '2622030042');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-7699683', 'Offenbach', 'Petterle', '45', '938 831 3360', '3621939549');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('74-3088315', 'Oxapampa', 'Reindahl', '21', '944 589 3618', '7887062523');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('83-5154315', 'Kaffrine', 'Annamark', '9111', '869 241 6972', '8365491020');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('68-0309961', 'Zhichu', 'Dottie', '62719', '612 439 3334', '7768851387');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('34-4852213', 'Marčelji', 'Dayton', '39', '769 900 9189', '4828738482');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-3971312', 'Nyandoma', 'Upham', '63251', '913 778 0583', '3068613567');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-0138069', 'Guayaramerín', 'Grasskamp', '09', '845 299 0382', '6563751631');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('42-5319243', 'Rū-ye Sang', 'Transport', '82649', '707 457 7153', '9492522632');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('35-6417676', 'Wotho', 'Duke', '1853', '631 978 0520', '6416436303');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-9107547', 'Manglid', 'Vernon', '3531', '943 632 4658', '6928468533');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('76-6934191', 'Doushaguan', 'Coolidge', '7509', '377 572 4726', '4805760783');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('94-5365847', 'Taihua', 'Express', '4', '626 286 6077', '1871152262');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('35-6555257', 'Los Angeles', 'Oak Valley', '6991', '562 180 9103', '3604011596');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('46-7837764', 'Dzoraghbyur', 'Amoth', '5109', '873 214 9193', '6781251857');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('60-7991973', 'Tân Trụ', 'Merrick', '933', '542 246 1194', '1987492699');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('97-0052285', 'Werbkowice', 'Del Sol', '4690', '990 194 4017', '5106603623');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-5923323', 'Tsu-shi', 'Lakewood', '4909', '950 943 8626', '7384656613');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('61-1142772', 'Lijiang', 'Superior', '4630', '589 785 4735', '3205330231');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('77-6361460', 'High River', 'Stoughton', '08', '654 374 1702', '5153439360');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-0367471', 'Concepción', 'Merry', '35', '113 770 8914', '1517734413');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('07-4287167', 'Fyllingsdalen', '1st', '4313', '313 907 9535', '3611954013');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-3815932', 'Iguatu', 'Pine View', '62', '452 856 0516', '9472796798');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('01-5535959', 'Zambrów', 'Forest Run', '9', '346 456 9743', '4496635377');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-6379451', 'Yarmolyntsi', 'Dunning', '88', '117 118 5705', '6686765162');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-9062833', 'Nanfeng', 'Sloan', '28', '318 294 5082', '6426376699');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('22-9676828', 'Thị Trấn Tân Yên', 'Green Ridge', '0550', '108 185 1148', '6204189640');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-8046396', 'Bao’an', 'Eagan', '74558', '316 806 0029', '1025106032');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-8555446', 'Songyuan', 'Texas', '607', '458 127 5959', '4012388816');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('78-1467704', 'Kwidzyn', 'Eagle Crest', '20', '434 247 6846', '8693952839');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-7780238', 'Berlin', 'Haas', '71', '187 244 9158', '3592976265');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('04-1759323', 'Huanggang', 'Bashford', '9127', '943 360 0499', '4429450365');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('02-2351478', 'Barengkok', 'Graceland', '697', '656 468 3429', '7674075845');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('50-5422178', 'Pital', '5th', '28', '673 888 5423', '9119059837');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('02-3335299', 'Plérin', 'South', '2', '989 104 0838', '3938265603');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('52-4648125', 'Susuman', 'Sachs', '09', '886 314 1501', '4153739870');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-6126900', 'Bureng', 'Reinke', '047', '364 445 5793', '2921449849');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('57-7381544', 'Quintong', 'Briar Crest', '681', '300 634 3972', '4736315467');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-0136033', 'Zheshan', 'Blackbird', '7593', '603 645 9017', '7409872106');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('88-5488225', 'Wutong', 'Ruskin', '4', '821 463 2253', '9156702349');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('06-8437251', 'Katunayaka', 'Bowman', '74', '556 974 1310', '2847368864');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('27-4736888', 'Alchevs’k', 'Annamark', '85', '476 860 5604', '4066469873');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('46-8061662', 'Matnah', 'Raven', '2', '862 857 1109', '7861942014');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('79-0283692', 'Colorado Springs', 'Mosinee', '9', '719 137 1981', '8019402168');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('65-9767918', 'Hubei', 'Petterle', '15236', '813 239 7119', '5428685502');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('48-9845944', 'Ḩarastā', 'Beilfuss', '30', '504 278 6004', '1553004370');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-6041469', 'Baghlān', 'Carpenter', '79295', '542 344 7187', '7371572973');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-1320528', 'Colombo', 'Vera', '004', '373 344 7864', '9691858250');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('56-4606770', 'Puyehue', 'Sundown', '8', '248 667 8953', '8224535062');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('35-7680534', 'Palue', 'Red Cloud', '99970', '174 760 6166', '1615766254');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-5320565', 'Aston', 'Pawling', '0879', '206 975 8581', '2713370540');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('67-0802899', 'Gorshechnoye', 'Calypso', '37', '299 203 8800', '4878312514');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('68-5392001', 'Praszka', 'Florence', '32095', '935 949 2704', '3621828144');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-9058952', 'Nantes', 'Helena', '1', '340 199 8446', '5235523646');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('54-4851514', 'Ninh Hòa', 'Sunbrook', '0', '829 519 5322', '7663817715');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-7895636', 'La Soledad', 'Pennsylvania', '0251', '139 129 0684', '1975025628');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('48-0139460', 'Turenki', 'Manley', '12', '953 899 2339', '5972226885');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('39-1335540', 'Mrgavan', 'Eagan', '126', '223 578 7659', '7768706550');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('47-0753339', 'Tlumach', 'Sycamore', '34927', '165 599 6634', '6964133680');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('76-4971482', 'Gävle', 'Holy Cross', '4064', '263 975 7170', '1756333785');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('08-9621134', 'Dobrica', 'Walton', '196', '727 413 5058', '4458645216');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('77-9282310', 'Pleszew', 'Surrey', '0273', '718 556 4038', '4353136927');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-5712407', 'Alès', 'Bellgrove', '21', '307 729 8340', '4955737106');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('20-6894833', 'Cabaret', 'Bunting', '741', '125 212 6454', '6139720106');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-8129969', 'La Puerta de San José', 'Laurel', '84', '396 118 6607', '1131851924');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('20-8418734', 'Shangdian', 'Summit', '63390', '414 594 5335', '3119934381');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-7002311', 'Rennes', 'Summerview', '26102', '994 907 6973', '5557050291');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-7911816', 'Mouriscas', 'Pierstorff', '6', '345 209 3687', '9215023446');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('95-5941806', 'Vargem Grande Paulista', 'Chive', '0277', '142 117 9705', '4774280521');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-1299612', 'Soeng Sang', 'Karstens', '86', '770 547 5334', '8735100548');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-8819644', 'San Gregorio', 'Esch', '6489', '596 212 2934', '3136486453');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-3016733', 'Beaumont', 'Nobel', '34', '936 124 9780', '4698484498');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-2990453', 'Long Loreh', 'Mallory', '93', '665 944 2784', '1325855476');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('79-6711233', 'Colima', 'Bultman', '88431', '961 312 8601', '4921786563');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-7334388', 'Dobra', 'Petterle', '572', '365 773 8627', '2749554742');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-7932396', 'San Isidro', 'Service', '4432', '571 615 2506', '6852246261');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('11-7104313', 'Mikumi', 'Golf', '07', '406 554 2151', '6378542469');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-6310830', 'Kadujangkung', 'Karstens', '658', '603 698 1704', '5035622658');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('06-7724985', 'Yuwan', 'Heath', '09044', '819 466 4312', '3951413971');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('74-9878699', 'Bošnjaci', 'Towne', '12', '310 445 3714', '3124170462');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('05-6384843', 'Arkalyk', 'Carey', '71447', '516 367 8033', '7026949898');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('34-5131002', 'Xuanzhou', 'Birchwood', '851', '344 399 6112', '6935013428');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-3040672', 'Bailan', 'Hoard', '4775', '110 916 9526', '8998872812');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('52-7925308', 'Digdig', 'Armistice', '497', '129 543 8359', '4671046582');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-1621123', 'Yihe', 'Pleasure', '372', '195 941 6707', '4621269271');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('03-0765186', 'Tanjung Palas', 'Mayfield', '8', '869 879 3422', '6197248719');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-0501253', 'Olival Basto', 'Grover', '9', '499 261 9229', '6247148862');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('08-2090150', 'Chiara', 'Mendota', '8511', '704 599 6749', '2029836753');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-2348890', 'Mersam', 'Reinke', '7', '868 917 9087', '1732477449');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-3696021', 'Coulommiers', 'Walton', '3', '847 887 7918', '4807110421');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('51-3427766', 'Viengxay', 'Little Fleur', '101', '464 781 7396', '4932348199');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('78-1175638', 'Chonghe', 'Pennsylvania', '767', '164 855 3483', '1267112648');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('34-1207462', 'Esik', 'Green Ridge', '43797', '197 494 7744', '5878293143');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-2721801', 'Krasnokumskoye', 'Little Fleur', '5268', '374 339 7907', '9918991309');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('07-4120796', 'Sampir', 'Westerfield', '9566', '984 962 6259', '3586687137');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-6805631', 'Yongchuan', 'Daystar', '180', '800 766 2862', '6683205256');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-0685190', 'Sukagawa', 'Jenifer', '5', '547 744 0388', '8164378309');
